latitude,longitude,speed,acceleration,timestamp,anomaly
55.769710,37.620728,2.57,-0.92,1743007513062,false
55.769540,37.621316,1.46,-1.11,1743007514062,false
55.768632,37.621466,2.17,0.71,1743007515062,false
55.769100,37.620741,2.29,0.11,1743007516062,false
55.768853,37.620705,2.08,-0.21,1743007517062,false
55.768182,37.619867,2.19,0.12,1743007518062,false
55.767349,37.620586,3.71,1.52,1743007519062,false
55.767175,37.620482,1.96,-1.76,1743007520062,false
55.767640,37.619760,0.00,-1.51,1743007521062,true
55.767922,37.619888,0.00,-0.85,1743007522062,true
55.768567,37.619561,0.90,0.90,1743007523062,false
55.767996,37.620079,0.00,-1.36,1743007524062,true
55.767714,37.619594,0.00,-1.65,1743007525062,true
55.766773,37.618758,1.39,1.39,1743007526062,false
55.767676,37.619695,2.70,1.31,1743007527062,false
55.768365,37.618756,2.58,-0.12,1743007528062,false
55.768859,37.618522,2.40,-0.18,1743007529062,false
55.768189,37.618216,2.35,-0.05,1743007530062,false
55.768634,37.618574,0.65,-1.70,1743007531062,false
55.769236,37.617160,0.92,0.27,1743007532062,false
55.768670,37.612952,2.67,1.75,1743007533062,false
55.769185,37.612741,4.39,1.73,1743007534062,false
55.768668,37.612757,3.13,-1.26,1743007535062,false
55.768662,37.612265,2.16,-0.97,1743007536062,false
55.767746,37.616332,1.97,-0.19,1743007537062,false
55.766913,37.616194,2.08,0.11,1743007538062,false
55.766427,37.616402,3.38,1.30,1743007539062,false
55.767062,37.616034,3.42,0.04,1743007540062,false
55.766687,37.615521,3.79,0.37,1743007541062,false
55.766259,37.616075,2.05,-1.74,1743007542062,false
55.767099,37.616408,1.10,-0.95,1743007543062,false
55.766302,37.616496,1.18,0.08,1743007544062,false
55.765686,37.617161,2.68,1.50,1743007545062,false
55.766412,37.617299,1.17,-1.51,1743007546062,false
55.758424,37.617695,2.49,1.32,1743007547062,false
55.758663,37.613023,0.92,-1.58,1743007548062,false
55.758568,37.612833,0.82,-0.10,1743007549062,false
55.758692,37.608176,1.30,0.48,1743007550062,false
55.759393,37.607528,0.00,-1.73,1743007551062,true
55.758718,37.606562,0.00,-1.90,1743007552062,true
55.758832,37.607410,0.00,-0.66,1743007553062,true
55.758208,37.607428,1.91,1.91,1743007554062,false
55.758219,37.606621,0.29,-1.62,1743007555062,false
55.756587,37.606361,0.00,-0.88,1743007556062,true
55.755756,37.603724,0.00,-1.34,1743007557062,true
55.755805,37.602755,0.00,-1.70,1743007558062,true
55.762722,37.603482,0.71,0.71,1743007559062,false
55.763475,37.603431,0.30,-0.41,1743007560062,false
55.763484,37.602916,0.00,-0.86,1743007561062,true
55.764043,37.603075,1.65,1.65,1743007562062,false
55.764623,37.603613,3.15,1.50,1743007563062,false
55.764806,37.604032,5.08,1.92,1743007564062,false
55.764818,37.603414,6.46,1.39,1743007565062,false
55.764975,37.603456,8.11,1.65,1743007566062,false
55.764485,37.602873,6.27,-1.84,1743007567062,false
55.764013,37.603540,4.77,-1.49,1743007568062,false
55.764574,37.603275,3.78,-0.99,1743007569062,false
55.763939,37.602375,2.65,-1.13,1743007570062,false
55.763627,37.603337,4.48,1.83,1743007571062,false
55.762718,37.603346,3.61,-0.87,1743007572062,false
55.763375,37.603288,2.28,-1.33,1743007573062,false
55.763363,37.602636,0.43,-1.85,1743007574062,false
55.771769,37.603413,0.00,0.63,1743007575062,true
55.771651,37.603260,0.00,-0.57,1743007576062,true
55.770825,37.602778,1.37,1.37,1743007577062,false
55.770582,37.602959,1.82,0.45,1743007578062,false
55.770728,37.603799,0.28,-1.54,1743007579062,false
55.770660,37.602807,0.23,-0.05,1743007580062,false
55.770775,37.602739,1.54,1.31,1743007581062,false
55.770091,37.602733,3.17,1.63,1743007582062,false
55.770422,37.603007,1.95,-1.22,1743007583062,false
55.770760,37.602430,1.54,-0.41,1743007584062,false
55.769878,37.601446,0.00,-1.65,1743007585062,true
55.769606,37.602076,0.00,-1.31,1743007586062,true
55.768876,37.602038,1.24,1.24,1743007587062,false
55.769573,37.601799,2.33,1.08,1743007588062,false
55.770474,37.606313,3.35,1.02,1743007589062,false
55.769645,37.606583,1.46,-1.89,1743007590062,false
55.769557,37.606873,0.13,-1.33,1743007591062,false
55.769334,37.607166,2.11,1.98,1743007592062,false
55.769367,37.610829,2.24,0.13,1743007593062,false
55.770354,37.611152,2.47,0.24,1743007594062,false
55.769587,37.615078,4.20,1.73,1743007595062,false
55.768887,37.615002,3.64,-0.57,1743007596062,false
55.768308,37.615678,3.76,0.13,1743007597062,false
55.768196,37.615252,5.41,1.64,1743007598062,false
55.767586,37.614784,4.03,-1.38,1743007599062,false
55.766701,37.614711,2.77,-1.26,1743007600062,false
55.767431,37.615096,1.46,-1.31,1743007601062,false
55.768372,37.613500,2.59,1.14,1743007602062,false
55.768861,37.613311,3.37,0.77,1743007603062,false
55.769840,37.613760,4.23,0.86,1743007604062,false
55.769045,37.614127,4.02,-0.21,1743007605062,false
55.769746,37.614068,4.80,0.78,1743007606062,false
55.768900,37.613775,4.44,-0.35,1743007607062,false
55.769198,37.613107,4.13,-0.31,1743007608062,false
55.769517,37.613227,2.44,-1.70,1743007609062,false
55.770182,37.613442,1.89,-0.55,1743007610062,false
55.770588,37.614045,1.27,-0.62,1743007611062,false
55.770607,37.614770,2.10,0.83,1743007612062,false
55.769824,37.614340,0.19,-1.91,1743007613062,false
55.770514,37.614484,0.00,-1.28,1743007614062,true
55.771000,37.615420,0.00,-1.35,1743007615062,true
55.771525,37.616036,1.37,1.37,1743007616062,false
55.771104,37.615908,2.18,0.81,1743007617062,false
55.771402,37.616081,0.99,-1.19,1743007618062,false
55.771028,37.616138,2.09,1.10,1743007619062,false
55.770853,37.615773,1.99,-0.10,1743007620062,false
55.771707,37.616016,3.78,1.79,1743007621062,false
55.772607,37.616442,3.52,-0.26,1743007622062,false
55.772018,37.616392,1.85,-1.67,1743007623062,false
55.772097,37.616459,3.18,1.33,1743007624062,false
55.771400,37.615968,3.53,0.35,1743007625062,false
55.771212,37.616148,5.06,1.54,1743007626062,false
55.771409,37.615548,4.99,-0.07,1743007627062,false
55.770727,37.616249,3.11,-1.89,1743007628062,false
55.770818,37.616732,4.85,1.75,1743007629062,false
55.771488,37.616084,3.87,-0.98,1743007630062,false
55.771546,37.616499,5.67,1.80,1743007631062,false
55.771698,37.617165,5.19,-0.48,1743007632062,false
55.771706,37.617268,6.99,1.79,1743007633062,false
55.771419,37.617427,6.36,-0.62,1743007634062,false
55.770793,37.617894,8.36,2.00,1743007635062,false
55.771291,37.617996,8.15,-0.21,1743007636062,false
55.770736,37.617277,8.17,0.02,1743007637062,false
55.770444,37.616358,10.02,1.84,1743007638062,false
55.771235,37.615558,10.46,0.45,1743007639062,false
55.770764,37.615203,10.52,0.06,1743007640062,false
55.770053,37.614908,8.72,-1.80,1743007641062,false
55.769801,37.615540,8.23,-0.49,1743007642062,false
55.770030,37.614731,9.81,1.58,1743007643062,false
55.770011,37.614938,10.02,0.22,1743007644062,false
55.770022,37.614321,10.40,0.38,1743007645062,false
55.769737,37.613932,9.12,-1.28,1743007646062,false
55.770513,37.614144,11.10,1.99,1743007647062,false
55.770230,37.614553,12.51,1.40,1743007648062,false
55.769393,37.614938,13.74,1.23,1743007649062,false
55.770135,37.614207,13.84,0.10,1743007650062,false
55.770034,37.614179,12.61,-1.23,1743007651062,false
55.770184,37.614138,14.17,1.56,1743007652062,false
55.770269,37.614748,13.47,-0.70,1743007653062,false
55.770221,37.614388,14.04,0.57,1743007654062,false
55.769429,37.615178,13.85,-0.19,1743007655062,false
55.769365,37.614961,13.23,-0.62,1743007656062,false
55.768855,37.614956,11.81,-1.42,1743007657062,false
55.768209,37.615543,12.47,0.66,1743007658062,false
55.767632,37.615170,13.41,0.94,1743007659062,false
55.766850,37.614242,13.10,-0.31,1743007660062,false
55.766197,37.614176,11.78,-1.32,1743007661062,false
55.765553,37.614204,11.01,-0.76,1743007662062,false
55.765892,37.615169,10.19,-0.82,1743007663062,false
55.765604,37.614663,11.36,1.16,1743007664062,false
55.766384,37.614553,10.86,-0.50,1743007665062,false
55.766244,37.614933,10.19,-0.67,1743007666062,false
55.767172,37.614477,8.51,-1.68,1743007667062,false
55.767355,37.614589,9.20,0.69,1743007668062,false
55.768069,37.615181,0.00,-0.18,1743007669062,true
55.769027,37.616050,1.21,1.21,1743007670062,false
55.768855,37.612545,3.15,1.94,1743007671062,false
55.768717,37.612639,4.50,1.35,1743007672062,false
55.768955,37.612949,5.76,1.26,1743007673062,false
55.769388,37.612180,7.24,1.48,1743007674062,false
55.770198,37.616127,6.49,-0.75,1743007675062,false
55.770909,37.615596,4.56,-1.93,1743007676062,false
55.770446,37.615925,5.56,1.00,1743007677062,false
55.770284,37.616877,5.10,-0.46,1743007678062,false
55.770305,37.617050,6.02,0.91,1743007679062,false
55.769674,37.617704,4.25,-1.76,1743007680062,false
55.769217,37.616832,4.07,-0.18,1743007681062,false
55.768934,37.617513,5.92,1.84,1743007682062,false
55.768641,37.617322,4.58,-1.34,1743007683062,false
55.768173,37.617010,4.13,-0.45,1743007684062,false
55.767643,37.617185,4.93,0.79,1743007685062,false
55.766669,37.617549,3.25,-1.68,1743007686062,false
55.766757,37.616919,4.10,0.85,1743007687062,false
55.766339,37.617729,2.56,-1.54,1743007688062,false
55.766084,37.618285,1.38,-1.18,1743007689062,false
55.765583,37.618367,0.00,0.88,1743007690062,true
55.770211,37.617502,1.87,1.87,1743007691062,false
55.769335,37.617488,0.00,1.53,1743007692062,true
55.769707,37.618124,0.34,0.34,1743007693062,false
55.768852,37.618461,0.06,-0.28,1743007694062,false
55.768499,37.618783,0.00,-1.05,1743007695062,true
55.769383,37.618407,0.87,0.87,1743007696062,false
55.769099,37.618509,1.94,1.07,1743007697062,false
55.769301,37.619197,1.89,-0.06,1743007698062,false
55.769235,37.620197,3.20,1.31,1743007699062,false
55.769120,37.619396,1.64,-1.56,1743007700062,false
55.769705,37.619484,0.00,-1.78,1743007701062,true
55.768767,37.619913,0.00,-1.33,1743007702062,true
55.768024,37.620709,0.00,-1.91,1743007703062,true
55.767217,37.621027,1.52,1.52,1743007704062,false
55.767782,37.620792,0.60,-0.92,1743007705062,false
55.768575,37.624870,0.00,-1.29,1743007706062,true
55.768566,37.624740,0.00,-0.06,1743007707062,true
55.769491,37.625373,1.67,1.67,1743007708062,false
55.769290,37.624579,1.73,0.06,1743007709062,false
55.769198,37.623616,2.01,0.28,1743007710062,false
55.768386,37.624020,2.85,0.84,1743007711062,false
55.768546,37.623736,1.17,-1.67,1743007712062,false
55.768898,37.623919,0.00,-1.70,1743007713062,true
55.768617,37.624748,1.74,1.74,1743007714062,false
55.767973,37.625726,1.09,-0.65,1743007715062,false
55.768849,37.625730,1.78,0.69,1743007716062,false
55.769075,37.624734,3.02,1.23,1743007717062,false
55.768886,37.625718,2.58,-0.43,1743007718062,false
55.768103,37.626386,3.74,1.15,1743007719062,false
55.767295,37.627316,3.48,-0.25,1743007720062,false
55.767292,37.626602,3.82,0.34,1743007721062,false
55.766579,37.625618,4.99,1.17,1743007722062,false
55.766117,37.624977,6.69,1.70,1743007723062,false
55.766145,37.627055,6.12,-0.57,1743007724062,false
55.765490,37.627619,7.39,1.27,1743007725062,false
55.765401,37.628244,5.49,-1.90,1743007726062,false
55.765055,37.628220,4.43,-1.07,1743007727062,false
55.764499,37.627967,5.93,1.50,1743007728062,false
55.765156,37.628929,0.00,0.64,1743007729062,true
55.764535,37.629760,0.29,0.29,1743007730062,false
55.764710,37.630298,1.20,0.91,1743007731062,false
55.765630,37.630071,2.16,0.96,1743007732062,false
55.765042,37.629085,3.03,0.87,1743007733062,false
55.765478,37.628196,4.88,1.85,1743007734062,false
55.765352,37.627422,0.00,1.79,1743007735062,true
55.766140,37.627832,1.55,1.55,1743007736062,false
55.765780,37.626914,0.00,-1.89,1743007737062,true
55.765926,37.626812,0.77,0.77,1743007738062,false
55.766129,37.626888,0.53,-0.25,1743007739062,false
55.760724,37.626889,2.22,1.69,1743007740062,false
55.759968,37.626174,0.47,-1.74,1743007741062,false
55.760301,37.626780,1.61,1.13,1743007742062,false
55.760170,37.626933,0.00,-1.84,1743007743062,true
55.760289,37.626984,0.81,0.81,1743007744062,false
55.760010,37.627324,2.21,1.40,1743007745062,false
55.760640,37.626824,3.95,1.74,1743007746062,false
55.761283,37.626412,4.36,0.41,1743007747062,false
55.762268,37.625485,2.60,-1.76,1743007748062,false
55.761700,37.626414,2.55,-0.05,1743007749062,false
55.762230,37.621436,1.52,-1.04,1743007750062,false
55.762822,37.620869,0.47,-1.04,1743007751062,false
55.753126,37.621735,0.00,-1.74,1743007752062,true
55.753717,37.622052,0.00,-0.33,1743007753062,true
55.753657,37.622634,0.00,-0.32,1743007754062,true
55.753611,37.622993,0.00,-1.74,1743007755062,true
55.752741,37.623595,0.00,-1.69,1743007756062,true
55.751955,37.623425,0.00,-0.47,1743007757062,true
55.751227,37.624190,1.75,1.75,1743007758062,false
55.760493,37.623387,3.54,1.80,1743007759062,false
55.760187,37.623009,5.28,1.74,1743007760062,false
55.759214,37.623839,4.72,-0.57,1743007761062,false
55.759730,37.623517,3.91,-0.81,1743007762062,false
55.759548,37.623543,0.00,-0.60,1743007763062,true
55.758991,37.622644,1.50,1.50,1743007764062,false
55.758114,37.622021,1.37,-0.13,1743007765062,false
55.757459,37.622122,2.25,0.88,1743007766062,false
55.758347,37.621182,0.28,-1.97,1743007767062,false
55.755251,37.621316,1.16,0.88,1743007768062,false
55.747721,37.622106,0.00,-1.52,1743007769062,true
55.747710,37.621322,1.41,1.41,1743007770062,false
55.748414,37.621529,3.39,1.98,1743007771062,false
55.747745,37.621992,2.07,-1.31,1743007772062,false
55.747491,37.622630,1.50,-0.57,1743007773062,false
55.746531,37.622578,1.48,-0.03,1743007774062,false
55.746910,37.623292,0.00,-1.86,1743007775062,true
55.747157,37.623725,0.00,-1.00,1743007776062,true
55.746262,37.624652,1.11,1.11,1743007777062,false
55.745559,37.624895,0.00,-1.82,1743007778062,true
55.745136,37.625434,0.00,-0.39,1743007779062,true
55.744811,37.626365,0.86,0.86,1743007780062,false
55.744140,37.626082,0.00,-1.28,1743007781062,true
55.743337,37.625185,1.48,1.48,1743007782062,false
55.743481,37.625928,1.90,0.42,1743007783062,false
55.743175,37.626907,0.52,-1.38,1743007784062,false
55.752466,37.626792,0.00,-1.77,1743007785062,true
55.752176,37.625985,0.00,-0.78,1743007786062,true
55.751965,37.625726,0.00,-0.27,1743007787062,true
55.751200,37.625892,0.00,-1.53,1743007788062,true
55.752015,37.626847,0.00,-0.90,1743007789062,true
55.751595,37.626152,0.00,-1.88,1743007790062,true
55.752247,37.625590,1.37,1.37,1743007791062,false
55.751696,37.625191,0.89,-0.48,1743007792062,false
55.752503,37.625187,0.09,-0.79,1743007793062,false
55.752436,37.625466,1.59,1.49,1743007794062,false
55.752291,37.626357,3.26,1.67,1743007795062,false
55.751958,37.625487,2.84,-0.42,1743007796062,false
55.751116,37.624674,4.32,1.47,1743007797062,false
55.750673,37.623814,3.31,-1.01,1743007798062,false
55.750244,37.624078,2.42,-0.89,1743007799062,false
55.749864,37.623797,2.66,0.24,1743007800062,false
55.749830,37.627413,3.80,1.14,1743007801062,false
55.750183,37.628371,3.91,0.11,1743007802062,false
55.751001,37.627427,3.79,-0.12,1743007803062,false
55.750520,37.626874,1.98,-1.81,1743007804062,false
55.750518,37.628598,3.94,1.96,1743007805062,false
55.751277,37.628874,3.34,-0.60,1743007806062,false
55.751767,37.628929,2.34,-1.00,1743007807062,false
55.751284,37.629116,3.74,1.39,1743007808062,false
55.743924,37.630025,2.58,-1.16,1743007809062,false
55.743341,37.630965,1.06,-1.52,1743007810062,false
55.743596,37.630567,0.58,-0.47,1743007811062,false
55.744103,37.630195,0.00,-1.58,1743007812062,true
55.744514,37.629200,0.00,-1.45,1743007813062,true
55.744530,37.629581,0.00,-1.89,1743007814062,true
55.745181,37.630003,0.72,0.72,1743007815062,false
55.744241,37.629426,0.00,-1.14,1743007816062,true
55.744622,37.628679,0.00,-0.01,1743007817062,true
55.744098,37.629578,1.82,1.82,1743007818062,false
55.745616,37.629295,1.78,-0.04,1743007819062,false
55.744779,37.629926,2.85,1.07,1743007820062,false
55.744772,37.629714,0.93,-1.92,1743007821062,false
55.744980,37.629244,0.00,-1.06,1743007822062,true
55.744863,37.628286,0.00,-1.94,1743007823062,true
55.745458,37.628569,1.16,1.16,1743007824062,false
55.745035,37.628986,2.69,1.53,1743007825062,false
55.745159,37.628245,2.20,-0.49,1743007826062,false
55.746132,37.627757,0.94,-1.26,1743007827062,false
55.746063,37.628380,2.57,1.64,1743007828062,false
55.745835,37.627872,4.11,1.53,1743007829062,false
55.746305,37.626934,2.15,-1.96,1743007830062,false
55.746609,37.626913,2.58,0.43,1743007831062,false
55.745915,37.627102,3.70,1.11,1743007832062,false
55.745312,37.627770,2.50,-1.19,1743007833062,false
55.745068,37.627934,3.07,0.57,1743007834062,false
55.745455,37.628592,4.53,1.46,1743007835062,false
55.746375,37.627784,3.14,-1.40,1743007836062,false
55.745462,37.628455,1.24,-1.89,1743007837062,false
55.746414,37.629083,3.24,1.99,1743007838062,false
55.746408,37.628787,5.08,1.85,1743007839062,false
55.746240,37.628127,3.93,-1.16,1743007840062,false
55.746656,37.627605,2.35,-1.57,1743007841062,false
55.745992,37.627311,3.81,1.46,1743007842062,false
55.745572,37.626567,5.71,1.89,1743007843062,false
55.746027,37.627326,6.73,1.03,1743007844062,false
55.746826,37.626839,6.93,0.20,1743007845062,false
55.746169,37.627409,6.88,-0.05,1743007846062,false
55.746814,37.627203,7.89,1.02,1743007847062,false
55.745983,37.627657,6.82,-1.07,1743007848062,false
55.745833,37.626819,7.44,0.62,1743007849062,false
55.745582,37.626669,7.95,0.51,1743007850062,false
55.746463,37.626336,8.37,0.42,1743007851062,false
55.749417,37.627108,7.94,-0.44,1743007852062,false
55.749248,37.627659,8.64,0.70,1743007853062,false
55.759198,37.627045,8.59,-0.05,1743007854062,false
55.759356,37.627718,8.97,0.38,1743007855062,false
55.759065,37.627505,9.25,0.28,1743007856062,false
55.758268,37.628372,7.35,-1.90,1743007857062,false
55.765272,37.627381,7.71,0.36,1743007858062,false
55.765265,37.627295,9.69,1.98,1743007859062,false
55.765765,37.627015,10.93,1.24,1743007860062,false
55.766209,37.626711,11.04,0.12,1743007861062,false
55.766355,37.625971,11.29,0.24,1743007862062,false
55.765725,37.625094,12.16,0.87,1743007863062,false
55.765370,37.625954,13.21,1.05,1743007864062,false
55.765893,37.625775,14.56,1.35,1743007865062,false
55.765377,37.624792,15.91,1.35,1743007866062,false
55.764523,37.619577,17.54,1.63,1743007867062,false
55.764611,37.619975,17.23,-0.31,1743007868062,false
55.763933,37.619937,19.23,2.00,1743007869062,false
55.764236,37.619129,19.59,0.36,1743007870062,false
55.764395,37.619499,18.94,-0.65,1743007871062,false
55.763517,37.620273,19.68,0.74,1743007872062,false
55.762805,37.621229,19.30,-0.38,1743007873062,false
55.762624,37.620233,18.80,-0.50,1743007874062,false
55.763267,37.619645,20.32,1.52,1743007875062,false
55.762381,37.620476,22.23,1.92,1743007876062,false
55.762631,37.620946,21.49,-0.75,1743007877062,false
55.761921,37.621488,19.81,-1.68,1743007878062,false
55.761821,37.621227,19.87,0.06,1743007879062,false
55.761119,37.620748,18.67,-1.20,1743007880062,false
55.760123,37.620165,19.83,1.16,1743007881062,false
55.760838,37.619533,19.58,-0.25,1743007882062,false
55.759999,37.620340,18.55,-1.03,1743007883062,false
55.760470,37.621213,19.72,1.16,1743007884062,false
55.760518,37.622711,18.19,-1.53,1743007885062,false
55.760708,37.622884,18.75,0.56,1743007886062,false
55.760017,37.622995,19.82,1.07,1743007887062,false
55.760731,37.623481,18.65,-1.17,1743007888062,false
55.761198,37.624404,18.29,-0.36,1743007889062,false
55.760226,37.625032,20.03,1.75,1743007890062,false
55.760966,37.625386,0.00,-1.65,1743007891062,true
55.761721,37.626362,0.00,-1.32,1743007892062,true
55.762203,37.627313,0.03,0.03,1743007893062,false
55.762527,37.626975,0.33,0.30,1743007894062,false
55.763205,37.627677,0.57,0.23,1743007895062,false
55.763429,37.627752,1.86,1.29,1743007896062,false
55.768432,37.629865,2.18,0.32,1743007897062,false
55.768929,37.630409,1.42,-0.76,1743007898062,false
55.768143,37.630117,1.48,0.05,1743007899062,false
55.769113,37.629965,0.26,-1.21,1743007900062,false
55.778823,37.629939,0.63,0.36,1743007901062,false
55.779288,37.629218,0.00,-1.20,1743007902062,true
55.778959,37.629332,0.00,-1.80,1743007903062,true
55.779166,37.628783,0.16,0.16,1743007904062,false
55.784009,37.628796,0.00,-1.18,1743007905062,true
55.775085,37.628119,1.91,1.91,1743007906062,false
55.774476,37.628541,1.01,-0.91,1743007907062,false
55.775262,37.628600,1.38,0.37,1743007908062,false
55.775775,37.628077,0.00,-1.43,1743007909062,true
55.776276,37.628372,0.00,-0.47,1743007910062,true
55.776114,37.628884,1.08,1.08,1743007911062,false
55.776107,37.629551,1.68,0.60,1743007912062,false
55.775273,37.629808,0.00,-1.77,1743007913062,true
55.774667,37.629289,0.41,0.41,1743007914062,false
55.774761,37.628451,0.00,-1.77,1743007915062,true
55.774667,37.627515,0.00,-1.40,1743007916062,true
55.774109,37.623616,0.22,0.22,1743007917062,false
55.773339,37.624307,0.00,-1.72,1743007918062,true
55.773648,37.624002,0.00,-1.08,1743007919062,true
55.774471,37.624167,0.00,-0.79,1743007920062,true
55.766039,37.624155,0.00,-0.49,1743007921062,true
55.765535,37.624341,0.00,-1.03,1743007922062,true
55.765171,37.624152,1.09,1.09,1743007923062,false
55.765629,37.624658,2.89,1.80,1743007924062,false
55.766231,37.629412,2.33,-0.56,1743007925062,false
55.766316,37.628755,3.42,1.09,1743007926062,false
55.766628,37.629186,5.21,1.78,1743007927062,false
55.767230,37.628260,5.31,0.11,1743007928062,false
55.757687,37.628999,7.29,1.97,1743007929062,false
55.757728,37.628962,8.57,1.28,1743007930062,false
55.757076,37.629641,7.62,-0.94,1743007931062,false
55.756732,37.630475,7.00,-0.62,1743007932062,false
55.756438,37.631419,7.31,0.30,1743007933062,false
55.755724,37.630564,5.66,-1.65,1743007934062,false
55.755488,37.629641,6.97,1.31,1743007935062,false
55.754786,37.629456,7.76,0.80,1743007936062,false
55.754474,37.628931,9.50,1.74,1743007937062,false
55.754570,37.629725,8.08,-1.42,1743007938062,false
55.754332,37.628761,6.42,-1.66,1743007939062,false
55.754432,37.628494,7.64,1.22,1743007940062,false
55.762210,37.628819,8.46,0.82,1743007941062,false
55.762918,37.629000,9.28,0.82,1743007942062,false
55.762164,37.629292,7.86,-1.43,1743007943062,false
55.761601,37.629219,7.10,-0.75,1743007944062,false
55.762013,37.630022,8.64,1.54,1743007945062,false
55.762878,37.629502,7.90,-0.74,1743007946062,false
55.761973,37.632810,7.48,-0.42,1743007947062,false
55.762309,37.633317,9.16,1.67,1743007948062,false
55.761382,37.632549,9.91,0.75,1743007949062,false
55.761274,37.633346,0.00,1.78,1743007950062,true
